OTU_1	AJ560316.1.1684	100.0	1200.0	0.0	0.0	1.0	1200.0	413.0	1612.0	0.0	2217.0
OTU_1	AJ560318.1.1684	100.0	1200.0	0.0	0.0	1.0	1200.0	413.0	1612.0	0.0	2217.0
OTU_1	AJ560322.1.1684	100.0	1200.0	0.0	0.0	1.0	1200.0	413.0	1612.0	0.0	2217.0
OTU_1	CP000287.1551316.1553110	100.0	1200.0	0.0	0.0	1.0	1200.0	432.0	1631.0	0.0	2217.0
OTU_1	CP000287.1795136.1796930	100.0	1200.0	0.0	0.0	1.0	1200.0	432.0	1631.0	0.0	2217.0
OTU_1	D12804.1.1750	100.0	1200.0	0.0	0.0	1.0	1200.0	405.0	1604.0	0.0	2217.0
OTU_1	JN939439.1.1759	100.0	1200.0	0.0	0.0	1.0	1200.0	417.0	1616.0	0.0	2217.0
OTU_1	JN939440.1.1757	100.0	1200.0	0.0	0.0	1.0	1200.0	417.0	1616.0	0.0	2217.0
OTU_1	L05427.1.1802	100.0	1200.0	0.0	0.0	1.0	1200.0	434.0	1633.0	0.0	2217.0
OTU_1	L05428.1.1802	100.0	1200.0	0.0	0.0	1.0	1200.0	434.0	1633.0	0.0	2217.0
OTU_2	ADUV01000065.99317.100845	100.0	1024.0	0.0	0.0	1.0	1024.0	348.0	1371.0	0.0	1892.0
OTU_2	AJQW01000057.1.1280	100.0	1024.0	0.0	0.0	1.0	1024.0	82.0	1105.0	0.0	1892.0
OTU_2	CP027550.4513802.4515323	100.0	1024.0	0.0	0.0	1.0	1024.0	349.0	1372.0	0.0	1892.0
OTU_2	CP027584.3935968.3937489	100.0	1024.0	0.0	0.0	1.0	1024.0	349.0	1372.0	0.0	1892.0
OTU_2	CP028116.227542.229094	100.0	1024.0	0.0	0.0	1.0	1024.0	355.0	1378.0	0.0	1892.0
OTU_2	CP030337.2505344.2506871	100.0	1024.0	0.0	0.0	1.0	1024.0	348.0	1371.0	0.0	1892.0
OTU_2	CP030939.1195082.1196635	100.0	1024.0	0.0	0.0	1.0	1024.0	356.0	1379.0	0.0	1892.0
OTU_2	CP033605.3552705.3554256	100.0	1024.0	0.0	0.0	1.0	1024.0	356.0	1379.0	0.0	1892.0
OTU_2	CU651637.227496.229042	100.0	1024.0	0.0	0.0	1.0	1024.0	356.0	1379.0	0.0	1892.0
