taxonomy,mean,cor_pearson,p_pearson,taxon_l,tag,cor_spearman,p_spearman
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0.148590046618329,0.852470620601568,0.0000000000215195816540425,Genus,kmerCon,0.906827880512091,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0983323221793749,0.71362941430106,0.000000711928782445438,Genus,kmerCon,0.603610786380678,0.0000765295715411653
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella,1.49950867555161,0.300471995094252,0.0707652277689619,Genus,kmerCon,0.294991405292135,0.0763190375704228
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,7.39859866616363,0.419573412871605,0.00973537070852649,Genus,kmerCon,0.351963699223426,0.032653643005453
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9,5.05719746670362,0.540521038134885,0.000553144419729943,Genus,kmerCon,0.70293978188715,0.00000277274517938924
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group,0.17106700257527,0.48108926773478,0.00257600364167087,Genus,kmerCon,0.378519353400394,0.0208815228861625
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003,0.318596660575145,0.303894247622477,0.0674613497332643,Genus,kmerCon,0.608038273085112,0.0000655587217699015
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group,0.765968407674196,0.78235729066531,0.0000000106947185344056,Genus,kmerCon,0.755334281650071,0.000000482381472032593
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0.122717385435232,0.767351312863207,0.000000030155098951983,Genus,kmerCon,0.737543911062523,0.000000191434935138519
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,0.124606334225657,0.694681797292151,0.00000184251460801783,Genus,kmerCon,0.598172844107346,0.0000922596749147013
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter,0.0385763022145704,0.808377502049475,0.00000000144057492177323,Genus,kmerCon,0.700883187513297,0.00000136061148451201
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum,0.00642630561951642,0.695861539517287,0.00000174025247172384,Genus,kmerCon,0.685443276291388,0.00000285533538988744
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0.0511362595683693,0.812660263362052,0.00000000100601888317056,Genus,kmerCon,0.846715866691929,0.0000000000400631883988755
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium,0.00609683297303834,0.642261125195233,0.0000182524986893154,Genus,kmerCon,0.615097012190613,0.0000509794163431401
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Asteroleplasma,0.00692162848143598,0.518891938360799,0.00100016109118338,Genus,kmerCon,0.519141405042073,0.000993572193216357
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004,0.0300865362014671,0.70849922573983,0.000000927750449728975,Genus,kmerCon,0.533902323376008,0.000796933665066857
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Anaerorhabdus] furcosa group,0.00732258158688069,0.60831153003265,0.0000649307124377696,Genus,kmerCon,0.683511648963189,0.00000312299530931073
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera,0.00213472226504737,0.396760023515747,0.0150451688101566,Genus,kmerCon,0.533980879591924,0.000664411379896771
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-006,0.00548977178963429,0.334257243804781,0.0431765591647828,Genus,kmerCon,0.454773504367722,0.00468587176203912
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.11788019998594,0.956816636575297,0.000000000000000000023177359467257,Genus,kmerCon,0.746739409186431,0.000000111218724729682
